trial_id,position,was_clicked,n_fixations,total_dwell_ms,click_pos,entry_t,exit_t,min_dist,mean_dist,final_dist,retreat_dist,dwell_in_proximity_ms,mean_approach_velocity,max_approach_velocity,direction_changes,frac_decreasing,etype,four_class_label
p004-b2-t4,1,True,19,5151.0,1,1671197123400,1671197135812,63.77293826005663,375.19931162325634,137.90213921473443,74.1292009546778,2967.0,-4.877632783882746,101.54017857142861,1,0.5555555555555556,organic,clicked
p004-b2-t4,3,False,7,1851.0,1,1671197125717,1671197131545,548.0556541082301,680.8013354531978,688.958634462186,140.90298035395585,0,0,0,0,0.8333333333333334,organic,not_approached
p004-b2-t4,4,False,7,1354.0,1,1671197127030,1671197131156,606.5847014226455,841.9489640651292,909.9412068919618,303.3565054693163,0,0,0,0,0.3333333333333333,organic,not_approached
p004-b2-t4,5,False,2,369.0,1,1671197127359,1671197128457,768.214162847835,867.2307715903179,966.2473803328007,198.0332174849657,0,0,0,0,0.5,organic,not_approached
p004-b2-t4,6,False,2,781.0,1,1671197128946,1671197129474,1243.1801961099607,1253.6670316635405,1243.1801961099607,0.0,0,0,0,0,0.5,organic,not_approached
p004-b2-t4,7,False,4,807.0,1,1671197129749,1671197130332,1371.7087883366498,1399.9267614522478,1371.7087883366498,0.0,0,0,0,0,1.0,native_ad,not_approached
p004-b2-t4,8,False,1,281.0,1,1671197130620,1671197130620,1620.2249843771697,1620.2249843771697,1620.2249843771697,0,0,0,0,0,0.5,native_ad,not_approached
p004-b2-t5,1,False,13,4349.0,0,1671197157569,1671197174964,531.7837906518024,849.7855200471499,975.6569833308469,443.87319267904445,0,0,0,0,0.4166666666666667,organic,not_approached
p004-b2-t5,0,True,21,5107.0,0,1671197157683,1671197180920,50.08492787256461,528.1130317847734,50.08492787256461,0.0,736.0,70.40290742243867,565.9583333333333,3,0.55,organic,clicked
p004-b2-t5,2,False,10,2602.0,0,1671197158420,1671197173839,301.8095425926755,618.0829219639687,944.9870199417201,643.1774773490446,2602.0,0,0,0,0.5555555555555556,organic,not_approached
p004-b2-t5,3,False,7,1730.0,0,1671197159464,1671197173384,323.066556610244,674.7036406176129,955.916457590327,632.849900980083,0,0,0,0,0.5,organic,not_approached
p004-b2-t5,5,False,3,1397.0,0,1671197170209,1671197172694,900.1046424547682,1007.0372611417051,1062.5712879062796,162.46664545151145,0,0,0,0,0.0,organic,not_approached
p004-b2-t5,6,False,1,199.0,0,1671197170557,1671197170557,1164.6775102588495,1164.6775102588495,1164.6775102588495,0,0,0,0,0,0.5,native_ad,not_approached
p004-b2-t5,7,False,2,366.0,0,1671197170752,1671197170959,1209.2291659563011,1281.0235111879397,1352.8178564195782,143.5886904632771,0,0,0,0,0.5,native_ad,not_approached
p004-b2-t5,8,False,1,201.0,0,1671197171462,1671197171462,1484.219545303798,1484.219545303798,1484.219545303798,0,0,0,0,0,0.5,native_ad,not_approached
p004-b2-t6,0,False,18,4807.0,3,1671197196231,1671197226816,392.4563787263337,718.2938040432225,840.6693761521232,448.21299742578947,2453.0,82.9807692307692,159.7115384615384,0,0.47058823529411764,native_ad,not_approached
p004-b2-t6,1,False,25,6376.0,3,1671197200244,1671197226388,122.30066553636061,678.7007655653221,718.5165272977373,596.2158617613767,995.0,16.240333196215573,224.19117647058826,2,0.5833333333333334,native_ad,not_approached
p004-b2-t6,2,False,10,2117.0,3,1671197201443,1671197223701,65.22829429094799,458.67409741329556,364.25676764845423,299.02847335750624,401.0,57.03829503829502,264.4230769230768,1,0.5555555555555556,organic,deferred
p004-b2-t6,3,True,26,6683.0,3,1671197208248,1671197226180,96.54662086266924,473.03096958276365,157.0286598045083,60.48203894183905,3107.0,-12.692233420174546,210.4901960784315,1,0.48,organic,clicked
p004-b2-t6,4,False,2,469.0,3,1671197213266,1671197214029,482.13892359782807,525.0400197890451,482.13892359782807,0.0,221.0,0,0,0,0.5,organic,not_approached
p004-b2-t6,5,False,5,1320.0,3,1671197214344,1671197217559,521.2177915584284,688.617991135468,696.790351514434,175.57255995600553,308.0,635.0,635.0,0,0.75,organic,not_approached
p004-b2-t6,6,False,1,221.0,3,1671197214753,1671197214753,570.7704143226981,570.7704143226981,570.7704143226981,0,221.0,0,0,0,0.5,organic,not_approached
p004-b2-t6,7,False,1,267.0,3,1671197215047,1671197215047,624.645917953112,624.645917953112,624.645917953112,0,267.0,0,0,0,0.5,native_ad,not_approached
p004-b2-t6,8,False,1,496.0,3,1671197215550,1671197215550,654.9929309067572,654.9929309067572,654.9929309067572,0,0,0,0,0,0.5,native_ad,not_approached
p004-b2-t6,9,False,1,368.0,3,1671197216186,1671197216186,572.9056634356506,572.9056634356506,572.9056634356506,0,0,0,0,0,0.5,organic,not_approached
p004-b2-t7,0,False,1,308.0,5,1671197239436,1671197239436,643.8400422465195,643.8400422465195,643.8400422465195,0,0,0,0,0,0.5,organic,not_approached
p004-b2-t7,1,False,7,1191.0,5,1671197239624,1671197241238,469.4731089210542,545.9270970603046,479.30992061504423,9.836811693990057,0,0,0,0,0.8333333333333334,organic,not_approached
p004-b2-t7,2,False,20,4734.0,5,1671197240313,1671197261153,316.28468189275304,612.8208868452456,593.8088918162139,277.52420992346083,4359.0,0,0,0,0.5789473684210527,organic,not_approached
p004-b2-t7,3,False,9,2049.0,5,1671197242812,1671197260744,291.3863414781139,556.6169374569597,354.5193929815406,63.133051503426714,1483.0,0,0,0,0.5,organic,not_approached
p004-b2-t7,4,False,16,3869.0,5,1671197247983,1671197260140,129.2875855540405,481.4209958816101,129.2875855540405,0.0,261.0,52.76647426647435,497.28535353535364,2,0.5333333333333333,organic,not_approached
p004-b2-t7,5,True,12,3082.0,5,1671197249075,1671197256102,592.1976021565774,796.0230588706639,592.1976021565774,0.0,0,0,0,0,0.7272727272727273,organic,clicked
p004-b2-t7,7,False,6,1888.0,5,1671197251299,1671197252699,1057.2970254379798,1113.1241915972873,1152.5055314400881,95.20850600210838,0,0,0,0,0.4,organic,not_approached
p004-b2-t8,0,True,25,7960.0,0,1671197274105,1671197287549,114.28473213863697,407.95994147149935,137.80058055030102,23.515848411664052,2081.0,15.50961538461543,39.76923076923086,1,0.5,dd_top,clicked
p004-b2-t8,1,False,2,394.0,0,1671197280141,1671197280361,774.8488404917405,779.4304744548336,774.8488404917405,0.0,0,0,0,0,0.5,organic,not_approached
p004-b2-t8,2,False,2,322.0,0,1671197281014,1671197284916,344.12243984401607,519.2553850223208,344.12243984401607,0.0,0,0,0,0,0.5,organic,not_approached
p004-b2-t8,3,False,4,895.0,0,1671197281474,1671197284501,485.1344865446455,593.3953769250934,597.2297427287469,112.09525618410146,427.0,0,0,0,0.3333333333333333,organic,not_approached
